This file was created using the 202403 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 3 INV portfolios in Europe.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoINV,ME1 INV2,SMALL HiINV,BIG LoINV,ME2 INV2,BIG HiINV
200010      ,130.08      ,206.57      ,215.66     ,9274.04    ,10691.76     ,9164.62
200011      ,122.74      ,196.15      ,189.93     ,9170.18    ,10622.82     ,8968.49
200012      ,121.81      ,192.97      ,167.19     ,9053.50    ,10312.92     ,8322.26
200101      ,129.67      ,206.70      ,176.40     ,9417.22    ,10610.75     ,8861.56
200102      ,132.33      ,212.90      ,180.94     ,9527.58    ,10789.51     ,8841.44
200103      ,129.67      ,207.76      ,165.63     ,9081.73     ,9751.53     ,7816.09
200104      ,119.29      ,190.24      ,144.38     ,8309.00     ,8907.60     ,7119.82
200105      ,123.99      ,197.22      ,149.85     ,8867.09     ,9564.24     ,7877.13
200106      ,121.88      ,192.96      ,142.93     ,8540.65     ,9048.40     ,7329.03
200107      ,119.99      ,181.52      ,135.13     ,7137.03     ,8714.64    ,11412.76
200108      ,119.84      ,178.11      ,127.84     ,7185.91     ,8722.77    ,11281.52
200109      ,121.43      ,180.18      ,125.27     ,7227.68     ,8731.96    ,10599.04
200110      ,105.40      ,153.96      ,101.26     ,6524.11     ,7476.17     ,9528.88
200111      ,106.83      ,159.00      ,109.25     ,6643.56     ,7691.01    ,10185.09
200112      ,111.42      ,167.53      ,118.82     ,6751.30     ,8008.35    ,10823.34
200201      ,112.13      ,169.65      ,118.17     ,6909.87     ,8162.52    ,11099.61
200202      ,110.68      ,167.70      ,114.75     ,6674.58     ,7874.53    ,10319.34
200203      ,113.31      ,170.58      ,112.42     ,6952.74     ,7926.36    ,10095.17
200204      ,118.29      ,177.35      ,117.46     ,7265.55     ,8356.98    ,10629.08
200205      ,122.16      ,185.51      ,116.90     ,7359.01     ,8464.65    ,10155.45
200206      ,126.74      ,190.78      ,116.60     ,7381.97     ,8567.86    ,10035.57
200207      ,102.20      ,177.71      ,140.65     ,9825.77     ,9094.71     ,7577.43
200208       ,93.22      ,166.19      ,127.27     ,8801.30     ,7997.26     ,6836.29
200209       ,91.18      ,163.63      ,125.75     ,8385.56     ,8095.89     ,6831.71
200210       ,82.40      ,146.02      ,111.01     ,7290.77     ,6936.24     ,6003.80
200211       ,83.98      ,149.52      ,113.47     ,8004.51     ,7663.41     ,6519.00
200212       ,88.17      ,155.68      ,118.52     ,8389.21     ,8212.59     ,6744.26
200301       ,87.62      ,158.31      ,119.01     ,8265.37     ,7882.27     ,6651.50
200302       ,86.83      ,157.59      ,116.03     ,8033.64     ,7585.66     ,6418.41
200303       ,84.29      ,153.72      ,111.85     ,7719.94     ,7273.38     ,6299.03
200304       ,83.97      ,151.99      ,110.99     ,7659.67     ,7140.07     ,6208.51
200305       ,93.80      ,166.94      ,123.21     ,8467.10     ,8209.79     ,6961.42
200306      ,102.63      ,180.96      ,136.42     ,9196.04     ,8738.65     ,7447.91
200307       ,95.14      ,163.04      ,142.01    ,11042.35     ,6968.93     ,7968.45
200308       ,99.13      ,165.79      ,145.04    ,11369.51     ,7090.62     ,7973.97
200309      ,103.84      ,169.55      ,148.73    ,11110.56     ,7137.81     ,7869.31
200310      ,109.08      ,180.75      ,155.14    ,11418.88     ,7285.36     ,8086.31
200311      ,118.05      ,191.04      ,163.12    ,12216.69     ,7744.42     ,8527.18
200312      ,123.72      ,199.93      ,170.35    ,12882.22     ,8046.38     ,8910.87
200401      ,130.65      ,210.60      ,180.75    ,13905.37     ,8697.27     ,9614.32
200402      ,142.41      ,221.89      ,189.92    ,14476.82     ,8915.91     ,9617.17
200403      ,149.77      ,230.94      ,197.53    ,14718.29     ,9231.03    ,10097.19
200404      ,143.41      ,227.05      ,192.41    ,14057.77     ,8952.82     ,9842.13
200405      ,139.84      ,223.64      ,187.66    ,13702.75     ,8789.96     ,9727.72
200406      ,139.10      ,221.62      ,188.40    ,13786.34     ,8958.27     ,9881.40
200407      ,134.82      ,207.77      ,177.43    ,11116.83     ,9937.73     ,9639.18
200408      ,129.31      ,202.69      ,172.15    ,10812.09     ,9547.26     ,9443.32
200409      ,128.17      ,203.58      ,170.90    ,10839.93     ,9635.61     ,9530.61
200410      ,133.95      ,211.33      ,179.22    ,11230.93    ,10051.03     ,9914.84
200411      ,139.27      ,220.46      ,187.26    ,11729.28    ,10571.92    ,10227.13
200412      ,152.58      ,242.62      ,204.16    ,12464.03    ,11359.31    ,10872.69
200501      ,159.74      ,253.85      ,214.01    ,12923.71    ,11856.87    ,11268.74
200502      ,162.73      ,259.99      ,218.66    ,12851.28    ,11643.41    ,11233.17
200503      ,172.85      ,272.93      ,231.06    ,13494.73    ,12195.43    ,11723.43
200504      ,168.09      ,267.41      ,224.01    ,13189.17    ,11892.64    ,11334.19
200505      ,160.41      ,262.34      ,218.07    ,12899.03    ,11513.35    ,10965.98
200506      ,157.57      ,258.70      ,213.37    ,13010.51    ,11533.13    ,10942.24
200507      ,144.10      ,237.90      ,209.38    ,10004.65    ,13067.51     ,9074.78
200508      ,150.00      ,247.43      ,219.46    ,10212.37    ,13423.09     ,9403.76
200509      ,156.48      ,254.33      ,229.72    ,10456.60    ,13671.25     ,9507.62
200510      ,158.33      ,255.99      ,233.62    ,10208.02    ,14002.06     ,9718.88
200511      ,152.67      ,246.87      ,222.44    ,10029.88    ,13471.31     ,9404.42
200512      ,154.53      ,249.88      ,225.51    ,10006.30    ,13752.63     ,9646.05
200601      ,161.40      ,259.35      ,234.51    ,10380.85    ,14485.66    ,10067.98
200602      ,173.68      ,279.87      ,258.58    ,10921.69    ,15557.41    ,10788.46
200603      ,179.61      ,287.02      ,265.53    ,10859.66    ,15659.96    ,11036.66
200604      ,188.91      ,299.26      ,279.01    ,11247.94    ,16276.42    ,11482.46
200605      ,201.79      ,319.40      ,300.13    ,11815.65    ,17105.29    ,11986.11
200606      ,192.43      ,309.24      ,284.06    ,11486.76    ,16338.38    ,11492.85
200607      ,183.84      ,293.05      ,239.36     ,9992.64    ,16017.58    ,11635.21
200608      ,183.46      ,291.36      ,235.89    ,10000.22    ,16280.65    ,11801.34
200609      ,187.95      ,299.77      ,243.75    ,10409.47    ,16661.18    ,12203.79
200610      ,191.25      ,305.00      ,244.74    ,10568.57    ,16810.57    ,12388.25
200611      ,201.05      ,320.80      ,255.81    ,10967.37    ,17466.20    ,12962.34
200612      ,213.40      ,340.24      ,271.46    ,11433.14    ,18069.51    ,13501.76
200701      ,221.12      ,353.72      ,286.44    ,12000.05    ,18715.04    ,14072.08
200702      ,228.83      ,363.64      ,293.29    ,12142.04    ,18871.16    ,14092.78
200703      ,231.17      ,370.46      ,296.44    ,12238.57    ,18744.49    ,14022.83
200704      ,243.27      ,387.44      ,307.52    ,12720.47    ,19506.05    ,14571.44
200705      ,255.24      ,411.64      ,324.10    ,13507.63    ,20585.77    ,15399.60
200706      ,256.92      ,417.16      ,326.24    ,13859.59    ,20756.19    ,15487.57
200707      ,229.86      ,352.15      ,287.46    ,18844.25    ,17243.78    ,11987.82
200708      ,226.72      ,351.54      ,286.02    ,18291.51    ,16937.75    ,11782.98
200709      ,216.49      ,338.03      ,273.15    ,18287.58    ,16502.60    ,11567.94
200710      ,219.50      ,344.17      ,278.22    ,19365.42    ,17301.15    ,12314.60
200711      ,228.30      ,360.99      ,292.32    ,20247.29    ,18016.63    ,13006.22
200712      ,211.40      ,335.36      ,267.42    ,19872.16    ,17352.50    ,12251.34
200801      ,205.31      ,326.22      ,259.15    ,19619.95    ,17058.12    ,12010.94
200802      ,186.05      ,298.04      ,231.89    ,17759.69    ,15387.16    ,10729.95
200803      ,193.87      ,310.63      ,243.06    ,17932.78    ,15734.57    ,11114.28
200804      ,191.12      ,311.99      ,239.11    ,17904.62    ,15680.34    ,11315.54
200805      ,193.41      ,314.57      ,242.43    ,18457.70    ,16135.08    ,11847.48
200806      ,195.31      ,316.57      ,245.69    ,18399.05    ,16014.01    ,11995.29
200807      ,187.70      ,309.22      ,243.05    ,13885.93    ,17323.03    ,13788.11
200808      ,179.13      ,294.03      ,226.51    ,13293.02    ,16774.38    ,13349.79
200809      ,174.36      ,279.41      ,215.35    ,12830.56    ,15970.81    ,12677.01
200810      ,147.24      ,236.30      ,171.32    ,11153.61    ,13677.71    ,10361.34
200811      ,110.88      ,175.95      ,120.22     ,8748.08    ,11127.73     ,7705.52
200812      ,101.17      ,162.82      ,108.25     ,8404.39    ,10186.70     ,6985.14
200901      ,107.71      ,170.20      ,111.40     ,9135.58    ,10812.92     ,7384.47
200902       ,98.61      ,157.87      ,105.25     ,7933.35     ,9744.94     ,6520.07
200903       ,91.89      ,148.64       ,98.78     ,7254.88     ,8624.40     ,5892.20
200904       ,96.04      ,155.07      ,104.12     ,7635.09     ,9204.98     ,6429.12
200905      ,109.21      ,177.91      ,122.26     ,8504.02    ,10309.29     ,7400.93
200906      ,123.63      ,200.16      ,140.00     ,9356.74    ,11457.22     ,8458.13
200907      ,130.32      ,202.02      ,177.15    ,11818.21    ,10796.00     ,9953.41
200908      ,139.90      ,216.68      ,190.98    ,13031.93    ,11943.89    ,10960.94
200909      ,154.52      ,234.65      ,204.22    ,13701.67    ,12706.47    ,11350.43
200910      ,166.82      ,252.50      ,218.11    ,14564.60    ,13467.89    ,11820.74
200911      ,164.07      ,251.88      ,217.01    ,14401.49    ,13143.59    ,11673.36
200912      ,165.74      ,255.91      ,217.65    ,14895.68    ,13624.94    ,11931.44
201001      ,163.19      ,253.98      ,217.58    ,15242.14    ,13611.21    ,12015.34
201002      ,162.58      ,250.99      ,215.15    ,14409.45    ,12701.69    ,11433.24
201003      ,157.33      ,245.74      ,209.33    ,14108.42    ,12358.44    ,11271.36
201004      ,167.25      ,260.44      ,221.30    ,14901.49    ,13122.15    ,12065.25
201005      ,168.71      ,260.62      ,223.25    ,14428.17    ,12501.36    ,11864.29
201006      ,144.34      ,229.17      ,194.33    ,12551.68    ,10919.89    ,10391.04
201007      ,137.16      ,236.74      ,196.21     ,9882.99    ,12408.68    ,10491.73
201008      ,150.71      ,263.11      ,218.58    ,11203.90    ,13919.40    ,11604.84
201009      ,143.42      ,251.87      ,209.49    ,10521.78    ,13323.37    ,11310.69
201010      ,162.57      ,282.49      ,232.90    ,11786.51    ,14962.21    ,12466.35
201011      ,171.49      ,296.82      ,245.32    ,12236.94    ,15787.93    ,13117.94
201012      ,159.55      ,273.87      ,227.77    ,11259.06    ,14456.81    ,12048.34
201101      ,179.18      ,303.31      ,249.10    ,12254.49    ,15739.28    ,13126.71
201102      ,187.34      ,313.05      ,259.42    ,12896.55    ,16324.80    ,13511.36
201103      ,192.53      ,320.35      ,264.60    ,13296.43    ,16749.74    ,13970.45
201104      ,195.62      ,324.41      ,268.00    ,13095.98    ,16731.05    ,13956.21
201105      ,208.91      ,343.73      ,283.71    ,14077.00    ,18035.31    ,14963.07
201106      ,202.38      ,331.99      ,272.24    ,13305.53    ,17421.22    ,14467.90
201107      ,189.38      ,341.42      ,249.22    ,13479.31    ,17034.99    ,14875.92
201108      ,182.67      ,330.21      ,241.25    ,13079.97    ,16226.55    ,14547.70
201109      ,164.29      ,300.25      ,218.92    ,11706.44    ,14421.68    ,13244.70
201110      ,143.74      ,261.60      ,188.95    ,10514.16    ,12726.00    ,11591.35
201111      ,153.62      ,281.64      ,203.05    ,11424.18    ,14211.57    ,13194.07
201112      ,141.07      ,262.14      ,188.00    ,10841.61    ,13483.75    ,12610.80
201201      ,136.26      ,254.30      ,181.26    ,10610.55    ,13215.75    ,12256.06
201202      ,147.48      ,274.41      ,197.52    ,11029.13    ,13868.98    ,13116.27
201203      ,158.20      ,294.16      ,214.76    ,11762.34    ,14651.90    ,13902.28
201204      ,159.35      ,296.02      ,214.81    ,11919.81    ,14635.81    ,13716.77
201205      ,156.66      ,291.39      ,211.16    ,11549.91    ,14061.81    ,13497.13
201206      ,137.52      ,253.32      ,184.02    ,10119.46    ,12262.90    ,11546.97
201207      ,145.29      ,286.83      ,217.48    ,12062.47    ,14635.10    ,11963.25
201208      ,142.34      ,283.07      ,216.83    ,12030.86    ,14733.38    ,12180.90
201209      ,151.50      ,296.80      ,224.88    ,12547.03    ,15463.03    ,12643.70
201210      ,160.12      ,312.69      ,235.31    ,12926.03    ,16043.36    ,12984.89
201211      ,162.85      ,317.66      ,237.12    ,12974.11    ,16373.51    ,13257.87
201212      ,163.27      ,319.27      ,236.67    ,13154.69    ,16740.08    ,13684.47
201301      ,174.82      ,339.66      ,249.55    ,13516.19    ,17325.90    ,14082.30
201302      ,189.93      ,364.59      ,264.83    ,14426.52    ,18374.87    ,14826.40
201303      ,185.41      ,362.02      ,265.37    ,13988.69    ,17850.11    ,14425.54
201304      ,180.51      ,354.79      ,262.09    ,14048.76    ,17633.17    ,14333.06
201305      ,186.71      ,367.18      ,268.68    ,14629.13    ,18260.42    ,14785.45
201306      ,187.77      ,374.83      ,272.52    ,14729.06    ,18168.22    ,14836.81
201307      ,172.41      ,348.25      ,280.81    ,13033.67    ,17718.68    ,14620.22
201308      ,182.86      ,371.36      ,298.75    ,14054.71    ,19075.33    ,15706.72
201309      ,187.16      ,378.77      ,303.15    ,14113.32    ,18705.25    ,15524.10
201310      ,202.17      ,404.16      ,324.40    ,15256.22    ,19993.51    ,16477.34
201311      ,213.47      ,423.98      ,335.08    ,16029.00    ,20933.24    ,17050.31
201312      ,216.76      ,431.88      ,343.05    ,16323.29    ,21230.84    ,17110.70
201401      ,223.55      ,444.52      ,352.07    ,16837.65    ,21668.42    ,17554.17
201402      ,225.60      ,446.17      ,350.98    ,16524.83    ,20929.29    ,16689.88
201403      ,245.04      ,475.26      ,377.35    ,17431.33    ,22531.70    ,17765.63
201404      ,247.31      ,473.71      ,374.84    ,17127.31    ,22390.86    ,17634.32
201405      ,246.03      ,475.59      ,373.36    ,17190.17    ,22842.47    ,17942.32
201406      ,243.20      ,475.55      ,372.48    ,17117.22    ,22881.40    ,17960.04
201407      ,226.97      ,413.95      ,339.01    ,19480.71    ,20594.32    ,13732.56
201408      ,217.29      ,394.89      ,323.80    ,18856.40    ,19670.00    ,13159.55
201409      ,215.00      ,391.77      ,321.75    ,18794.84    ,19693.20    ,13173.81
201410      ,201.46      ,370.43      ,304.21    ,18332.40    ,18911.54    ,12605.38
201411      ,193.25      ,358.19      ,292.16    ,17643.84    ,18527.53    ,12273.34
201412      ,195.18      ,362.10      ,292.93    ,17977.59    ,18903.89    ,12560.49
201501      ,190.07      ,357.31      ,288.75    ,17002.43    ,18267.57    ,12204.69
201502      ,187.10      ,350.94      ,283.37    ,16641.92    ,18429.33    ,12234.01
201503      ,200.86      ,375.51      ,304.72    ,17719.58    ,19401.21    ,13050.20
201504      ,195.32      ,364.99      ,296.10    ,17384.73    ,18782.57    ,12665.89
201505      ,207.85      ,384.25      ,316.65    ,18076.06    ,19707.45    ,13267.36
201506      ,209.33      ,384.44      ,321.23    ,17918.89    ,19357.47    ,13235.83
201507      ,228.28      ,401.41      ,279.77    ,19106.34    ,15540.41    ,15123.94
201508      ,230.50      ,408.89      ,284.83    ,19423.79    ,16084.66    ,15468.08
201509      ,224.02      ,395.61      ,277.27    ,17924.67    ,15055.69    ,14583.34
201510      ,215.79      ,380.69      ,269.03    ,17102.90    ,14352.00    ,14125.96
201511      ,223.83      ,392.29      ,277.63    ,18183.44    ,15247.32    ,15067.76
201512      ,216.64      ,386.75      ,278.26    ,17736.70    ,15027.69    ,14932.06
201601      ,218.12      ,391.35      ,284.39    ,17211.34    ,14745.33    ,14764.84
201602      ,204.10      ,367.19      ,259.49    ,16365.77    ,13821.39    ,13561.78
201603      ,203.81      ,366.27      ,257.17    ,15877.28    ,13624.23    ,13273.31
201604      ,221.60      ,394.49      ,279.25    ,16680.75    ,14514.02    ,14219.26
201605      ,226.05      ,403.28      ,283.14    ,17237.76    ,14651.12    ,14412.88
201606      ,226.88      ,403.84      ,284.01    ,17052.54    ,14476.91    ,14218.26
201607      ,195.37      ,324.01      ,264.03    ,16308.34    ,14302.82    ,11985.90
201608      ,207.19      ,342.66      ,277.97    ,16850.32    ,14979.03    ,12613.59
201609      ,210.54      ,348.46      ,287.88    ,17029.05    ,14996.42    ,12589.98
201610      ,214.91      ,352.98      ,294.88    ,17213.80    ,15103.15    ,12571.22
201611      ,210.40      ,341.94      ,279.84    ,16605.60    ,14612.45    ,11984.60
201612      ,209.41      ,332.83      ,274.70    ,16372.31    ,14164.81    ,11484.63
201701      ,217.27      ,348.95      ,284.04    ,17241.87    ,14878.08    ,11947.55
201702      ,229.36      ,366.07      ,297.72    ,17752.82    ,15217.73    ,12291.28
201703      ,230.02      ,370.49      ,300.68    ,17602.47    ,15436.14    ,12404.03
201704      ,235.61      ,383.04      ,307.82    ,18251.19    ,16168.62    ,12862.31
201705      ,247.45      ,405.47      ,328.79    ,18774.06    ,16923.25    ,13420.02
201706      ,256.71      ,422.08      ,346.03    ,19479.16    ,17596.10    ,14046.92
201707      ,245.33      ,388.34      ,318.85    ,17432.13    ,17821.77    ,12398.03
201708      ,256.19      ,404.18      ,332.74    ,18268.86    ,18295.34    ,12932.66
201709      ,253.25      ,403.95      ,334.60    ,18315.36    ,18397.00    ,12785.11
201710      ,258.23      ,415.66      ,345.41    ,18811.02    ,18932.95    ,13156.61
201711      ,254.58      ,409.65      ,345.92    ,18930.01    ,19065.44    ,13265.97
201712      ,254.04      ,409.63      ,345.26    ,19015.13    ,19073.11    ,13067.26
201801      ,263.20      ,420.44      ,354.68    ,19376.93    ,19256.31    ,13309.83
201802      ,282.08      ,441.12      ,378.40    ,20574.38    ,20252.46    ,13964.89
201803      ,269.18      ,423.65      ,359.48    ,19495.81    ,19112.44    ,13220.50
201804      ,264.88      ,417.02      ,356.01    ,19075.61    ,19077.66    ,13297.85
201805      ,268.36      ,424.42      ,360.94    ,19479.49    ,19391.97    ,13461.60
201806      ,260.17      ,411.70      ,358.39    ,18578.76    ,18682.56    ,13208.77
201807      ,238.00      ,392.23      ,322.69    ,18368.47    ,19596.12    ,11098.43
201808      ,237.38      ,396.48      ,326.74    ,18822.40    ,20263.51    ,11454.02
201809      ,231.33      ,390.28      ,323.00    ,18150.12    ,19676.57    ,11271.04
201810      ,228.07      ,386.07      ,319.19    ,18286.90    ,19805.54    ,11192.02
201811      ,203.63      ,354.59      ,284.32    ,16546.69    ,18389.72     ,9988.05
201812      ,197.32      ,347.32      ,277.07    ,16462.57    ,18238.00     ,9700.16
201901      ,185.78      ,334.66      ,261.80    ,15665.67    ,17536.25     ,9188.02
201902      ,199.02      ,357.23      ,281.29    ,16603.49    ,18491.58     ,9922.53
201903      ,202.40      ,365.30      ,284.47    ,16951.78    ,19141.18    ,10271.79
201904      ,199.65      ,358.52      ,282.64    ,16935.37    ,19289.65    ,10409.79
201905      ,207.53      ,372.23      ,293.20    ,17555.89    ,19887.87    ,10830.76
201906      ,193.39      ,357.19      ,280.38    ,16415.93    ,18754.37    ,10087.47
201907      ,228.90      ,415.02      ,310.52    ,18219.67    ,20146.49    ,12282.73
201908      ,222.73      ,397.16      ,299.90    ,17799.67    ,19645.43    ,12079.88
201909      ,218.11      ,386.14      ,287.71    ,17031.50    ,19343.54    ,11920.39
201910      ,222.46      ,392.95      ,290.13    ,17618.07    ,19699.87    ,12136.39
201911      ,230.18      ,406.03      ,303.40    ,17968.37    ,20408.26    ,12705.48
201912      ,236.39      ,416.50      ,316.88    ,18053.19    ,20831.79    ,13021.99
202001      ,250.02      ,441.02      ,340.03    ,18873.40    ,21601.23    ,13491.14
202002      ,242.43      ,431.14      ,332.97    ,18184.10    ,21120.91    ,13411.34
202003      ,220.19      ,396.82      ,304.10    ,16221.81    ,19430.34    ,12316.60
202004      ,171.90      ,314.97      ,243.34    ,13308.00    ,16780.78    ,10570.98
202005      ,188.05      ,343.45      ,275.24    ,13850.26    ,17710.83    ,11534.16
202006      ,196.40      ,359.48      ,296.18    ,14231.67    ,18481.52    ,12531.13
202007      ,214.26      ,397.89      ,290.99    ,18255.50    ,18197.21    ,13051.02
202008      ,223.31      ,418.72      ,313.03    ,18807.35    ,18824.47    ,13636.95
202009      ,237.84      ,445.66      ,340.17    ,19587.87    ,19603.33    ,14432.81
202010      ,231.33      ,433.79      ,332.46    ,18836.59    ,18943.01    ,14289.28
202011      ,223.50      ,417.50      ,320.91    ,17803.17    ,18208.43    ,13478.82
202012      ,266.67      ,488.92      ,379.92    ,20546.47    ,21056.56    ,15560.81
202101      ,289.96      ,532.25      ,422.35    ,21531.42    ,22062.86    ,16509.15
202102      ,291.71      ,531.77      ,425.10    ,21107.10    ,21825.93    ,16333.57
202103      ,304.80      ,552.15      ,441.68    ,21590.52    ,22484.50    ,16455.20
202104      ,309.74      ,563.30      ,447.60    ,22141.53    ,23367.61    ,16820.90
202105      ,326.11      ,599.68      ,481.09    ,23030.52    ,24137.14    ,18240.64
202106      ,335.96      ,628.39      ,493.97    ,23918.82    ,25098.48    ,19087.48
202107      ,306.58      ,475.75      ,383.31    ,21596.14    ,19981.97    ,20121.69
202108      ,308.76      ,487.08      ,394.72    ,21677.47    ,20368.29    ,20903.92
202109      ,313.87      ,500.17      ,410.65    ,21964.99    ,20610.53    ,21311.49
202110      ,301.01      ,473.53      ,385.76    ,21093.46    ,19546.26    ,19991.65
202111      ,306.63      ,485.68      ,396.53    ,21873.24    ,20503.30    ,20864.97
202112      ,287.48      ,459.97      ,374.37    ,20699.86    ,19596.09    ,20234.40
202201      ,302.54      ,475.61      ,385.87    ,22113.00    ,20720.15    ,20812.17
202202      ,288.38      ,451.11      ,347.69    ,21098.25    ,19642.66    ,19144.43
202203      ,280.39      ,437.14      ,330.54    ,20332.54    ,18945.08    ,18285.68
202204      ,281.22      ,435.69      ,331.43    ,19971.94    ,19028.48    ,17972.84
202205      ,266.81      ,404.31      ,303.18    ,19100.33    ,17846.62    ,16401.99
202206      ,269.98      ,401.26      ,298.98    ,19393.12    ,17764.76    ,16524.29
202207      ,235.38      ,392.22      ,271.32    ,16398.94    ,19095.33    ,13874.28
202208      ,245.20      ,408.49      ,288.24    ,16859.38    ,20091.29    ,15035.52
202209      ,231.30      ,382.39      ,263.39    ,15864.44    ,18846.58    ,13874.77
202210      ,202.79      ,336.99      ,223.97    ,14417.64    ,17336.85    ,12247.00
202211      ,213.63      ,358.83      ,237.96    ,15490.32    ,18517.42    ,13085.47
202212      ,236.56      ,401.42      ,262.60    ,17222.72    ,21013.51    ,15011.90
202301      ,238.60      ,404.79      ,262.53    ,17170.92    ,20689.44    ,14874.00
202302      ,254.14      ,435.53      ,281.53    ,18804.75    ,22627.08    ,15839.17
202303      ,252.49      ,436.70      ,277.65    ,18797.56    ,22203.79    ,15719.59
202304      ,250.24      ,431.63      ,270.40    ,18983.98    ,22714.06    ,16319.09
202305      ,255.90      ,443.57      ,276.99    ,19807.06    ,23365.51    ,16790.03
202306      ,243.34      ,420.90      ,261.46    ,18606.29    ,21867.89    ,15739.84
202307      ,244.48      ,415.07      ,358.35    ,23573.22    ,23331.98    ,17833.81
202308      ,253.45      ,427.33      ,370.66    ,24328.65    ,23924.52    ,18255.13
202309      ,242.53      ,413.33      ,350.67    ,23500.89    ,22901.25    ,17205.88
202310      ,227.22      ,393.35      ,330.65    ,22753.83    ,21843.21    ,16156.45
202311      ,214.95      ,375.65      ,305.14    ,22012.58    ,20965.48    ,15684.12
202312      ,232.76      ,410.54      ,336.84    ,23868.14    ,22843.45    ,17491.13
202401      ,253.16      ,444.70      ,369.73    ,24987.58    ,24100.26    ,18524.51
202402      ,247.86      ,435.55      ,357.93    ,24865.37    ,23783.84    ,18466.73
202403      ,248.02      ,430.40      ,355.58    ,24858.46    ,24198.98    ,19294.10
